arch,dtype,state_dtype,b,sq,num_k_heads,num_v_heads,head_k_dim,head_v_dim,NUM_BLOCKS_PER_V_DIM,NUM_WARPS,WARP_THREADS_K,duration
gfx950,torch.bfloat16,torch.bfloat16,27,1,16,32,128,128,4,1,16,17.378999999999905
gfx950,torch.bfloat16,torch.bfloat16,28,1,16,32,128,128,4,1,16,17.67950000000019
gfx950,torch.bfloat16,torch.bfloat16,29,1,16,32,128,128,4,1,16,18.03949999999986
gfx950,torch.bfloat16,torch.bfloat16,30,1,16,32,128,128,2,2,16,18.459000000000287
gfx950,torch.bfloat16,torch.bfloat16,31,1,16,32,128,128,2,2,16,18.71900000000005
gfx950,torch.bfloat16,torch.bfloat16,32,1,16,32,128,128,4,1,16,19.039000000000215
gfx950,torch.bfloat16,torch.bfloat16,33,1,16,32,128,128,8,2,16,20.18000000000029
gfx950,torch.bfloat16,torch.bfloat16,34,1,16,32,128,128,8,2,16,20.619000000000142
gfx950,torch.bfloat16,torch.bfloat16,35,1,16,32,128,128,8,2,16,20.959000000000287
gfx950,torch.bfloat16,torch.bfloat16,36,1,16,32,128,128,4,4,16,21.099000000000615
gfx950,torch.bfloat16,torch.bfloat16,37,1,16,32,128,128,4,4,16,21.55899999999974
gfx950,torch.bfloat16,torch.bfloat16,38,1,16,32,128,128,8,2,16,21.919000000000324
gfx950,torch.bfloat16,torch.bfloat16,39,1,16,32,128,128,8,2,16,22.278999999999996
gfx950,torch.bfloat16,torch.bfloat16,40,1,16,32,128,128,8,2,16,22.619000000000142
gfx950,torch.bfloat16,torch.bfloat16,41,1,16,32,128,128,4,4,16,23.118999999999687
gfx950,torch.bfloat16,torch.bfloat16,42,1,16,32,128,128,4,4,16,23.53899999999976
gfx950,torch.bfloat16,torch.bfloat16,43,1,16,32,128,128,4,4,16,23.71900000000005
gfx950,torch.bfloat16,torch.bfloat16,44,1,16,32,128,128,8,2,16,24.07900000000018
gfx950,torch.bfloat16,torch.bfloat16,45,1,16,32,128,128,4,4,16,24.559499999999844
gfx950,torch.bfloat16,torch.bfloat16,46,1,16,32,128,128,8,2,16,24.939499999999953
gfx950,torch.bfloat16,torch.bfloat16,47,1,16,32,128,128,8,2,16,25.358999999999924
gfx950,torch.bfloat16,torch.bfloat16,48,1,16,32,128,128,4,4,16,25.71900000000005
gfx950,torch.bfloat16,torch.bfloat16,49,1,16,32,128,128,8,2,16,26.259500000000116
gfx950,torch.bfloat16,torch.bfloat16,50,1,16,32,128,128,8,2,16,26.63899999999967
gfx950,torch.bfloat16,torch.bfloat16,51,1,16,32,128,128,4,4,16,26.859500000000025
gfx950,torch.bfloat16,torch.bfloat16,52,1,16,32,128,128,4,4,16,27.179499999999734
gfx950,torch.bfloat16,torch.bfloat16,53,1,16,32,128,128,8,2,16,27.659500000000207
gfx950,torch.bfloat16,torch.bfloat16,54,1,16,32,128,128,8,2,16,28.159000000000106
gfx950,torch.bfloat16,torch.bfloat16,55,1,16,32,128,128,8,2,16,28.49900000000025
gfx950,torch.bfloat16,torch.bfloat16,56,1,16,32,128,128,8,2,16,28.978999999999814
gfx950,torch.bfloat16,torch.bfloat16,57,1,16,32,128,128,4,4,16,29.239500000000135
gfx950,torch.bfloat16,torch.bfloat16,58,1,16,32,128,128,8,2,16,29.69900000000007
gfx950,torch.bfloat16,torch.bfloat16,59,1,16,32,128,128,4,4,16,29.859500000000025
gfx950,torch.bfloat16,torch.bfloat16,60,1,16,32,128,128,4,4,16,30.19900000000007
gfx950,torch.bfloat16,torch.bfloat16,61,1,16,32,128,128,4,4,16,30.599499999999807
gfx950,torch.bfloat16,torch.bfloat16,62,1,16,32,128,128,2,4,16,31.259500000000116
gfx950,torch.bfloat16,torch.bfloat16,63,1,16,32,128,128,8,2,16,31.559499999999844
gfx950,torch.bfloat16,torch.bfloat16,64,1,16,32,128,128,8,1,16,31.838999999999942
gfx950,torch.bfloat16,torch.bfloat16,65,1,16,32,128,128,8,2,16,32.339500000000044
gfx950,torch.bfloat16,torch.bfloat16,66,1,16,32,128,128,4,4,16,32.85949999999957
gfx950,torch.bfloat16,torch.bfloat16,67,1,16,32,128,128,8,2,16,33.059999999999945
gfx950,torch.bfloat16,torch.bfloat16,68,1,16,32,128,128,8,1,16,33.439000000000306
gfx950,torch.bfloat16,torch.bfloat16,69,1,16,32,128,128,8,2,16,33.87900000000036
gfx950,torch.bfloat16,torch.bfloat16,70,1,16,32,128,128,2,4,16,34.25950000000057
gfx950,torch.bfloat16,torch.bfloat16,71,1,16,32,128,128,8,1,16,34.67950000000019
gfx950,torch.bfloat16,torch.bfloat16,72,1,16,32,128,128,2,4,16,34.89949999999999
gfx950,torch.bfloat16,torch.bfloat16,73,1,16,32,128,128,8,2,16,35.31999999999971
gfx950,torch.bfloat16,torch.bfloat16,74,1,16,32,128,128,8,2,16,35.978999999999814
gfx950,torch.bfloat16,torch.bfloat16,75,1,16,32,128,128,2,4,16,36.19900000000007
gfx950,torch.bfloat16,torch.bfloat16,76,1,16,32,128,128,8,2,16,36.41949999999997
gfx950,torch.bfloat16,torch.bfloat16,77,1,16,32,128,128,8,2,16,36.89949999999999
gfx950,torch.bfloat16,torch.bfloat16,78,1,16,32,128,128,8,2,16,37.239500000000135
gfx950,torch.bfloat16,torch.bfloat16,79,1,16,32,128,128,2,4,16,37.59900000000016
gfx950,torch.bfloat16,torch.bfloat16,80,1,16,32,128,128,8,1,16,37.81950000000006
gfx950,torch.bfloat16,torch.bfloat16,81,1,16,32,128,128,2,4,16,38.25999999999976
gfx950,torch.bfloat16,torch.bfloat16,82,1,16,32,128,128,2,4,16,38.739500000000135
gfx950,torch.bfloat16,torch.bfloat16,83,1,16,32,128,128,2,4,16,38.86000000000013
gfx950,torch.bfloat16,torch.bfloat16,84,1,16,32,128,128,2,4,16,39.13949999999977
gfx950,torch.bfloat16,torch.bfloat16,85,1,16,32,128,128,8,1,16,39.67900000000009
gfx950,torch.bfloat16,torch.bfloat16,86,1,16,32,128,128,8,1,16,40.13999999999942
gfx950,torch.bfloat16,torch.bfloat16,87,1,16,32,128,128,2,4,16,40.43950000000041
gfx950,torch.bfloat16,torch.bfloat16,88,1,16,32,128,128,8,1,16,40.7795000000001
gfx950,torch.bfloat16,torch.bfloat16,89,1,16,32,128,128,8,1,16,41.17950000000019
gfx950,torch.bfloat16,torch.bfloat16,90,1,16,32,128,128,8,1,16,41.71950000000061
gfx950,torch.bfloat16,torch.bfloat16,91,1,16,32,128,128,8,1,16,41.93949999999995
gfx950,torch.bfloat16,torch.bfloat16,92,1,16,32,128,128,8,1,16,41.99950000000081
gfx950,torch.bfloat16,torch.bfloat16,93,1,16,32,128,128,8,1,16,42.51999999999953
gfx950,torch.bfloat16,torch.bfloat16,94,1,16,32,128,128,2,4,16,42.93949999999995
gfx950,torch.bfloat16,torch.bfloat16,95,1,16,32,128,128,8,1,16,43.479499999999916
gfx950,torch.bfloat16,torch.bfloat16,96,1,16,32,128,128,8,1,16,43.70000000000027
gfx950,torch.bfloat16,torch.bfloat16,97,1,16,32,128,128,2,4,16,44.17900000000009
gfx950,torch.bfloat16,torch.bfloat16,98,1,16,32,128,128,2,4,16,44.679500000000644
gfx950,torch.bfloat16,torch.bfloat16,99,1,16,32,128,128,2,4,16,45.059499999999844
gfx950,torch.bfloat16,torch.bfloat16,100,1,16,32,128,128,2,4,16,45.13950000000068
gfx950,torch.bfloat16,torch.bfloat16,101,1,16,32,128,128,8,1,16,45.519500000000335
gfx950,torch.bfloat16,torch.bfloat16,102,1,16,32,128,128,8,1,16,46.15899999999965
gfx950,torch.bfloat16,torch.bfloat16,103,1,16,32,128,128,2,4,16,46.38000000000011
gfx950,torch.bfloat16,torch.bfloat16,104,1,16,32,128,128,8,1,16,46.5
gfx950,torch.bfloat16,torch.bfloat16,105,1,16,32,128,128,8,1,16,47.17950000000019
gfx950,torch.bfloat16,torch.bfloat16,106,1,16,32,128,128,2,4,16,47.35999999999967
gfx950,torch.bfloat16,torch.bfloat16,107,1,16,32,128,128,8,1,16,47.63949999999977
gfx950,torch.bfloat16,torch.bfloat16,108,1,16,32,128,128,8,1,16,47.8395000000005
gfx950,torch.bfloat16,torch.bfloat16,109,1,16,32,128,128,8,1,16,48.299500000000535
gfx950,torch.bfloat16,torch.bfloat16,110,1,16,32,128,128,8,1,16,48.7194999999997
gfx950,torch.bfloat16,torch.bfloat16,111,1,16,32,128,128,8,1,16,49.23950000000059
gfx950,torch.bfloat16,torch.bfloat16,112,1,16,32,128,128,8,1,16,49.299499999999625
gfx950,torch.bfloat16,torch.bfloat16,113,1,16,32,128,128,8,1,16,49.559999999999945
gfx950,torch.bfloat16,torch.bfloat16,114,1,16,32,128,128,8,1,16,50.15950000000066
gfx950,torch.bfloat16,torch.bfloat16,115,1,16,32,128,128,8,1,16,50.39949999999999
gfx950,torch.bfloat16,torch.bfloat16,116,1,16,32,128,128,8,1,16,50.81950000000052
gfx950,torch.bfloat16,torch.bfloat16,117,1,16,32,128,128,8,1,16,51.23899999999958
gfx950,torch.bfloat16,torch.bfloat16,118,1,16,32,128,128,8,1,16,51.59950000000026
gfx950,torch.bfloat16,torch.bfloat16,119,1,16,32,128,128,8,1,16,51.93949999999995
gfx950,torch.bfloat16,torch.bfloat16,120,1,16,32,128,128,8,1,16,52.358999999999924
gfx950,torch.bfloat16,torch.bfloat16,121,1,16,32,128,128,8,1,16,52.899499999999534
gfx950,torch.bfloat16,torch.bfloat16,122,1,16,32,128,128,8,1,16,53.39900000000034
gfx950,torch.bfloat16,torch.bfloat16,123,1,16,32,128,128,8,1,16,53.559499999999844
gfx950,torch.bfloat16,torch.bfloat16,124,1,16,32,128,128,8,1,16,53.55899999999974
gfx950,torch.bfloat16,torch.bfloat16,125,1,16,32,128,128,8,1,16,54.13949999999977
gfx950,torch.bfloat16,torch.bfloat16,126,1,16,32,128,128,8,1,16,54.71950000000015
gfx950,torch.bfloat16,torch.bfloat16,127,1,16,32,128,128,8,1,16,54.87899999999945
gfx950,torch.bfloat16,torch.bfloat16,128,1,16,32,128,128,8,1,16,55.220000000000255
gfx950,torch.bfloat16,torch.bfloat16,1,1,16,64,128,128,8,4,16,5.3990000000012515
gfx950,torch.bfloat16,torch.bfloat16,2,1,16,64,128,128,8,4,16,6.438999999999396
gfx950,torch.bfloat16,torch.bfloat16,3,1,16,64,128,128,4,4,16,7.679000000000087
gfx950,torch.bfloat16,torch.bfloat16,4,1,16,64,128,128,4,4,16,8.759000000000015
gfx950,torch.bfloat16,torch.bfloat16,5,1,16,64,128,128,4,4,16,9.819000000000415
gfx950,torch.bfloat16,torch.bfloat16,6,1,16,64,128,128,4,4,16,10.578999999999724
gfx950,torch.bfloat16,torch.bfloat16,7,1,16,64,128,128,4,4,16,11.379500000000007
gfx950,torch.bfloat16,torch.bfloat16,8,1,16,64,128,128,4,4,16,12.078999999999724
gfx950,torch.bfloat16,torch.bfloat16,9,1,16,64,128,128,2,4,16,13.059000000000196
gfx950,torch.bfloat16,torch.bfloat16,10,1,16,64,128,128,8,1,16,13.419499999999971
gfx950,torch.bfloat16,torch.bfloat16,11,1,16,64,128,128,4,1,8,14.559000000000196
gfx950,torch.bfloat16,torch.bfloat16,12,1,16,64,128,128,8,1,16,15.439000000000306
gfx950,torch.bfloat16,torch.bfloat16,13,1,16,64,128,128,2,2,8,17.019000000000233
gfx950,torch.bfloat16,torch.bfloat16,14,1,16,64,128,128,2,2,16,17.618999999998778
gfx950,torch.bfloat16,torch.bfloat16,15,1,16,64,128,128,4,1,16,18.259000000000015
gfx950,torch.bfloat16,torch.bfloat16,16,1,16,64,128,128,4,1,16,18.79950000000008
gfx950,torch.bfloat16,torch.bfloat16,17,1,16,64,128,128,4,4,16,20.71900000000005
gfx950,torch.bfloat16,torch.bfloat16,18,1,16,64,128,128,4,4,16,21.119000000000597
gfx950,torch.bfloat16,torch.bfloat16,19,1,16,64,128,128,8,2,16,22.03900000000067
gfx950,torch.bfloat16,torch.bfloat16,20,1,16,64,128,128,8,2,16,22.679000000000087
gfx950,torch.bfloat16,torch.bfloat16,21,1,16,64,128,128,8,1,16,23.44000000000051
gfx950,torch.bfloat16,torch.bfloat16,22,1,16,64,128,128,8,2,16,24.03949999999986
gfx950,torch.bfloat16,torch.bfloat16,23,1,16,64,128,128,8,1,16,24.920000000000073
gfx950,torch.bfloat16,torch.bfloat16,24,1,16,64,128,128,8,2,16,25.65900000000056
gfx950,torch.bfloat16,torch.bfloat16,25,1,16,64,128,128,8,2,16,26.639500000000226
gfx950,torch.bfloat16,torch.bfloat16,26,1,16,64,128,128,8,2,16,27.23950000000059
gfx950,torch.bfloat16,torch.bfloat16,27,1,16,64,128,128,8,2,16,28.079499999999825
gfx950,torch.bfloat16,torch.bfloat16,28,1,16,64,128,128,8,2,16,28.71900000000096
gfx950,torch.bfloat16,torch.bfloat16,29,1,16,64,128,128,8,2,16,29.61949999999979
gfx950,torch.bfloat16,torch.bfloat16,30,1,16,64,128,128,8,2,16,30.259499999999207
gfx950,torch.bfloat16,torch.bfloat16,31,1,16,64,128,128,8,1,16,31.15900000000056
gfx950,torch.bfloat16,torch.bfloat16,32,1,16,64,128,128,8,1,16,31.67950000000019
gfx950,torch.bfloat16,torch.bfloat16,33,1,16,64,128,128,8,1,16,32.720000000000255
gfx950,torch.bfloat16,torch.bfloat16,34,1,16,64,128,128,8,1,16,33.198999999999614
gfx950,torch.bfloat16,torch.bfloat16,35,1,16,64,128,128,8,1,16,34.139500000000226
gfx950,torch.bfloat16,torch.bfloat16,36,1,16,64,128,128,8,2,16,34.879000000000815
gfx950,torch.bfloat16,torch.bfloat16,37,1,16,64,128,128,8,2,16,35.71950000000015
gfx950,torch.bfloat16,torch.bfloat16,38,1,16,64,128,128,8,2,16,36.29949999999917
gfx950,torch.bfloat16,torch.bfloat16,39,1,16,64,128,128,8,1,16,37.339500000000044
gfx950,torch.bfloat16,torch.bfloat16,40,1,16,64,128,128,8,1,16,37.73949999999968
gfx950,torch.bfloat16,torch.bfloat16,41,1,16,64,128,128,8,1,16,38.70000000000073
gfx950,torch.bfloat16,torch.bfloat16,42,1,16,64,128,128,8,1,16,39.139499999999316
gfx950,torch.bfloat16,torch.bfloat16,43,1,16,64,128,128,8,1,16,39.998999999999796
gfx950,torch.bfloat16,torch.bfloat16,44,1,16,64,128,128,8,1,16,40.5600000000004
gfx950,torch.bfloat16,torch.bfloat16,45,1,16,64,128,128,8,1,16,41.57899999999972
gfx950,torch.bfloat16,torch.bfloat16,46,1,16,64,128,128,8,1,16,42.019500000000335
gfx950,torch.bfloat16,torch.bfloat16,47,1,16,64,128,128,8,1,16,42.99950000000081
gfx950,torch.bfloat16,torch.bfloat16,48,1,16,64,128,128,8,1,16,43.600000000000364
gfx950,torch.bfloat16,torch.bfloat16,49,1,16,64,128,128,8,1,16,44.71900000000005
gfx950,torch.bfloat16,torch.bfloat16,50,1,16,64,128,128,8,1,16,45.03900000000067
gfx950,torch.bfloat16,torch.bfloat16,51,1,16,64,128,128,8,1,16,45.71950000000015
gfx950,torch.bfloat16,torch.bfloat16,52,1,16,64,128,128,8,1,16,46.319000000000415
gfx950,torch.bfloat16,torch.bfloat16,53,1,16,64,128,128,8,1,16,47.339500000000044
gfx950,torch.bfloat16,torch.bfloat16,54,1,16,64,128,128,8,1,16,47.639000000000124
gfx950,torch.bfloat16,torch.bfloat16,55,1,16,64,128,128,8,1,16,48.71950000000015
gfx950,torch.bfloat16,torch.bfloat16,56,1,16,64,128,128,8,1,16,49.100000000000364
gfx950,torch.bfloat16,torch.bfloat16,57,1,16,64,128,128,8,1,16,50.0595000000003
gfx950,torch.bfloat16,torch.bfloat16,58,1,16,64,128,128,8,1,16,50.59949999999935
gfx950,torch.bfloat16,torch.bfloat16,59,1,16,64,128,128,8,1,16,51.5595000000003
gfx950,torch.bfloat16,torch.bfloat16,60,1,16,64,128,128,8,1,16,52.15949999999975
gfx950,torch.bfloat16,torch.bfloat16,61,1,16,64,128,128,8,1,16,53.23899999999958
gfx950,torch.bfloat16,torch.bfloat16,62,1,16,64,128,128,8,1,16,53.600000000000364
gfx950,torch.bfloat16,torch.bfloat16,63,1,16,64,128,128,8,1,16,54.47999999999956
gfx950,torch.bfloat16,torch.bfloat16,64,1,16,64,128,128,8,1,16,54.73999999999978
gfx950,torch.bfloat16,torch.bfloat16,65,1,16,64,128,128,8,1,16,55.79950000000008
gfx950,torch.bfloat16,torch.bfloat16,66,1,16,64,128,128,8,1,16,56.09950000000026
gfx950,torch.bfloat16,torch.bfloat16,67,1,16,64,128,128,8,1,16,57.1190000000006
gfx950,torch.bfloat16,torch.bfloat16,68,1,16,64,128,128,8,1,16,57.639500000000226
gfx950,torch.bfloat16,torch.bfloat16,69,1,16,64,128,128,8,1,16,58.47949999999946
gfx950,torch.bfloat16,torch.bfloat16,70,1,16,64,128,128,8,1,16,58.960000000000946
gfx950,torch.bfloat16,torch.bfloat16,71,1,16,64,128,128,8,1,16,60.14000000000033
gfx950,torch.bfloat16,torch.bfloat16,72,1,16,64,128,128,8,1,16,60.61949999999979
gfx950,torch.bfloat16,torch.bfloat16,73,1,16,64,128,128,8,1,16,61.539999999999964
gfx950,torch.bfloat16,torch.bfloat16,74,1,16,64,128,128,8,1,16,62.039999999999054
gfx950,torch.bfloat16,torch.bfloat16,75,1,16,64,128,128,8,1,16,62.92000000000007
gfx950,torch.bfloat16,torch.bfloat16,76,1,16,64,128,128,8,1,16,63.38000000000011
gfx950,torch.bfloat16,torch.bfloat16,77,1,16,64,128,128,8,1,16,64.5595000000003
gfx950,torch.bfloat16,torch.bfloat16,78,1,16,64,128,128,8,1,16,64.66000000000076
gfx950,torch.bfloat16,torch.bfloat16,79,1,16,64,128,128,8,1,16,65.89950000000044
gfx950,torch.bfloat16,torch.bfloat16,80,1,16,64,128,128,8,1,16,66.13900000000012
gfx950,torch.bfloat16,torch.bfloat16,81,1,16,64,128,128,8,1,16,67.35949999999957
gfx950,torch.bfloat16,torch.bfloat16,82,1,16,64,128,128,8,1,16,67.45999999999913
gfx950,torch.bfloat16,torch.bfloat16,83,1,16,64,128,128,8,1,16,68.67900000000009
gfx950,torch.bfloat16,torch.bfloat16,84,1,16,64,128,128,8,1,16,69.2594999999992
gfx950,torch.bfloat16,torch.bfloat16,85,1,16,64,128,128,8,1,16,69.98000000000047
gfx950,torch.bfloat16,torch.bfloat16,86,1,16,64,128,128,8,1,16,70.35999999999967
gfx950,torch.bfloat16,torch.bfloat16,87,1,16,64,128,128,8,1,16,71.60000000000036
gfx950,torch.bfloat16,torch.bfloat16,88,1,16,64,128,128,8,1,16,71.91999999999916
gfx950,torch.bfloat16,torch.bfloat16,89,1,16,64,128,128,8,1,16,72.89949999999953
gfx950,torch.bfloat16,torch.bfloat16,90,1,16,64,128,128,8,1,16,72.96000000000004
gfx950,torch.bfloat16,torch.bfloat16,91,1,16,64,128,128,8,1,16,74.31999999999971
gfx950,torch.bfloat16,torch.bfloat16,92,1,16,64,128,128,8,1,16,74.75999999999931
gfx950,torch.bfloat16,torch.bfloat16,93,1,16,64,128,128,8,1,16,75.41950000000088
gfx950,torch.bfloat16,torch.bfloat16,94,1,16,64,128,128,8,1,16,75.83950000000004
gfx950,torch.bfloat16,torch.bfloat16,95,1,16,64,128,128,8,1,16,76.92000000000007
gfx950,torch.bfloat16,torch.bfloat16,96,1,16,64,128,128,8,1,16,77.32000000000062
gfx950,torch.bfloat16,torch.bfloat16,97,1,16,64,128,128,8,1,16,78.51999999999953
gfx950,torch.bfloat16,torch.bfloat16,98,1,16,64,128,128,8,1,16,78.63999999999942
gfx950,torch.bfloat16,torch.bfloat16,99,1,16,64,128,128,8,1,16,79.75999999999931
gfx950,torch.bfloat16,torch.bfloat16,100,1,16,64,128,128,8,1,16,80.30000000000018
gfx950,torch.bfloat16,torch.bfloat16,101,1,16,64,128,128,8,1,16,81.14000000000033
gfx950,torch.bfloat16,torch.bfloat16,102,1,16,64,128,128,8,1,16,81.28000000000065
gfx950,torch.bfloat16,torch.bfloat16,103,1,16,64,128,128,8,1,16,82.55999999999949
gfx950,torch.bfloat16,torch.bfloat16,104,1,16,64,128,128,8,1,16,83.11999999999989
gfx950,torch.bfloat16,torch.bfloat16,105,1,16,64,128,128,8,1,16,84.21999999999935
gfx950,torch.bfloat16,torch.bfloat16,106,1,16,64,128,128,8,1,16,84.35999999999967
gfx950,torch.bfloat16,torch.bfloat16,107,1,16,64,128,128,8,1,16,85.3799999999992
gfx950,torch.bfloat16,torch.bfloat16,108,1,16,64,128,128,8,1,16,86.02000000000044
gfx950,torch.bfloat16,torch.bfloat16,109,1,16,64,128,128,8,1,16,86.6800000000012
gfx950,torch.bfloat16,torch.bfloat16,110,1,16,64,128,128,8,1,16,87.35999999999876
gfx950,torch.bfloat16,torch.bfloat16,111,1,16,64,128,128,8,1,16,88.19999999999982
gfx950,torch.bfloat16,torch.bfloat16,112,1,16,64,128,128,8,1,16,88.59999999999945
gfx950,torch.bfloat16,torch.bfloat16,113,1,16,64,128,128,8,1,16,89.5600000000004
gfx950,torch.bfloat16,torch.bfloat16,114,1,16,64,128,128,8,1,16,89.85999999999967
gfx950,torch.bfloat16,torch.bfloat16,115,1,16,64,128,128,8,1,16,90.82000000000153
gfx950,torch.bfloat16,torch.bfloat16,116,1,16,64,128,128,8,1,16,91.31999999999971
gfx950,torch.bfloat16,torch.bfloat16,117,1,16,64,128,128,8,1,16,92.50000000000091
gfx950,torch.bfloat16,torch.bfloat16,118,1,16,64,128,128,8,1,16,92.79999999999927
gfx950,torch.bfloat16,torch.bfloat16,119,1,16,64,128,128,8,1,16,93.40049999999974
gfx950,torch.bfloat16,torch.bfloat16,120,1,16,64,128,128,8,1,16,93.73999999999978
gfx950,torch.bfloat16,torch.bfloat16,121,1,16,64,128,128,8,1,16,94.93999999999869
gfx950,torch.bfloat16,torch.bfloat16,122,1,16,64,128,128,8,1,16,95.18049999999948
gfx950,torch.bfloat16,torch.bfloat16,123,1,16,64,128,128,8,1,16,96.30000000000018
gfx950,torch.bfloat16,torch.bfloat16,124,1,16,64,128,128,8,1,16,96.84050000000025
gfx950,torch.bfloat16,torch.bfloat16,125,1,16,64,128,128,8,1,16,97.67999999999938
gfx950,torch.bfloat16,torch.bfloat16,126,1,16,64,128,128,8,1,16,97.89999999999964
gfx950,torch.bfloat16,torch.bfloat16,127,1,16,64,128,128,8,1,16,99.42000000000007
gfx950,torch.bfloat16,torch.bfloat16,128,1,16,64,128,128,8,1,16,99.61999999999898
gfx950,torch.bfloat16,torch.float32,1,1,2,8,128,128,8,4,16,4.638999999999953
gfx950,torch.bfloat16,torch.float32,2,1,2,8,128,128,8,4,16,4.819000000000074
gfx950,torch.bfloat16,torch.float32,3,1,2,8,128,128,8,4,16,4.5190000000000055
gfx950,torch.bfloat16,torch.float32,4,1,2,8,128,128,8,4,16,4.699000000000012
gfx950,torch.bfloat16,torch.float32,5,1,2,8,128,128,8,4,16,5.158999999999992
gfx950,torch.bfloat16,torch.float32,6,1,2,8,128,128,8,4,16,5.278999999999996
gfx950,torch.bfloat16,torch.float32,7,1,2,8,128,128,8,4,16,5.419500000000028
gfx950,torch.bfloat16,torch.float32,8,1,2,8,128,128,8,4,16,5.699000000000041
gfx950,torch.bfloat16,torch.float32,9,1,2,8,128,128,8,4,16,6.158999999999992
gfx950,torch.bfloat16,torch.float32,10,1,2,8,128,128,8,4,16,6.5190000000000055
gfx950,torch.bfloat16,torch.float32,11,1,2,8,128,128,8,4,16,6.479000000000013
gfx950,torch.bfloat16,torch.float32,12,1,2,8,128,128,8,4,16,6.719000000000051
gfx950,torch.bfloat16,torch.float32,13,1,2,8,128,128,8,4,16,6.999000000000024
gfx950,torch.bfloat16,torch.float32,14,1,2,8,128,128,8,4,16,7.178999999999917
gfx950,torch.bfloat16,torch.float32,15,1,2,8,128,128,8,4,16,7.399000000000001
gfx950,torch.bfloat16,torch.float32,16,1,2,8,128,128,8,4,16,7.5190000000000055
gfx950,torch.bfloat16,torch.float32,17,1,2,8,128,128,8,4,16,7.95900000000006
gfx950,torch.bfloat16,torch.float32,18,1,2,8,128,128,8,4,16,8.218999999999994
gfx950,torch.bfloat16,torch.float32,19,1,2,8,128,128,8,4,16,8.239500000000021
gfx950,torch.bfloat16,torch.float32,20,1,2,8,128,128,8,4,16,8.499000000000024
gfx950,torch.bfloat16,torch.float32,21,1,2,8,128,128,8,4,16,8.998999999999967
gfx950,torch.bfloat16,torch.float32,22,1,2,8,128,128,8,4,16,9.19900000000007
gfx950,torch.bfloat16,torch.float32,23,1,2,8,128,128,8,4,16,9.19900000000007
gfx950,torch.bfloat16,torch.float32,24,1,2,8,128,128,8,4,16,9.519000000000005
gfx950,torch.bfloat16,torch.float32,25,1,2,8,128,128,8,4,16,9.759000000000015
gfx950,torch.bfloat16,torch.float32,26,1,2,8,128,128,8,4,16,9.999000000000024
gfx950,torch.bfloat16,torch.float32,27,1,2,8,128,128,8,4,16,10.138999999999982
gfx950,torch.bfloat16,torch.float32,28,1,2,8,128,128,8,4,16,10.278999999999996
gfx950,torch.bfloat16,torch.float32,29,1,2,8,128,128,4,4,8,10.399499999999989
gfx950,torch.bfloat16,torch.float32,30,1,2,8,128,128,8,4,16,10.559499999999957
gfx950,torch.bfloat16,torch.float32,31,1,2,8,128,128,8,4,16,10.499000000000024
gfx950,torch.bfloat16,torch.float32,32,1,2,8,128,128,8,4,16,10.779499999999985
gfx950,torch.bfloat16,torch.float32,33,1,2,8,128,128,4,4,8,11.479000000000042
gfx950,torch.bfloat16,torch.float32,34,1,2,8,128,128,8,2,8,11.599000000000046
gfx950,torch.bfloat16,torch.float32,35,1,2,8,128,128,4,4,8,11.778999999999996
gfx950,torch.bfloat16,torch.float32,36,1,2,8,128,128,8,2,8,11.779499999999985
gfx950,torch.bfloat16,torch.float32,37,1,2,8,128,128,4,4,8,12.079000000000178
gfx950,torch.bfloat16,torch.float32,38,1,2,8,128,128,4,4,8,12.298999999999978
gfx950,torch.bfloat16,torch.float32,39,1,2,8,128,128,4,4,8,12.33900000000017
gfx950,torch.bfloat16,torch.float32,40,1,2,8,128,128,4,4,8,12.359000000000037
gfx950,torch.bfloat16,torch.float32,41,1,2,8,128,128,8,2,8,12.919499999999857
gfx950,torch.bfloat16,torch.float32,42,1,2,8,128,128,8,2,8,13.058999999999969
gfx950,torch.bfloat16,torch.float32,43,1,2,8,128,128,8,2,8,13.239000000000033
gfx950,torch.bfloat16,torch.float32,44,1,2,8,128,128,4,4,8,13.479000000000042
gfx950,torch.bfloat16,torch.float32,45,1,2,8,128,128,4,4,8,13.679499999999962
gfx950,torch.bfloat16,torch.float32,46,1,2,8,128,128,2,4,16,13.798999999999978
gfx950,torch.bfloat16,torch.float32,47,1,2,8,128,128,4,4,8,13.839500000000044
gfx950,torch.bfloat16,torch.float32,48,1,2,8,128,128,4,4,32,13.999000000000024
gfx950,torch.bfloat16,torch.float32,49,1,2,8,128,128,8,4,16,14.579000000000065
gfx950,torch.bfloat16,torch.float32,50,1,2,8,128,128,8,4,16,14.739500000000021
gfx950,torch.bfloat16,torch.float32,51,1,2,8,128,128,8,4,16,14.998999999999853
gfx950,torch.bfloat16,torch.float32,52,1,2,8,128,128,8,4,16,14.919000000000096
gfx950,torch.bfloat16,torch.float32,53,1,2,8,128,128,8,4,16,15.239000000000033
gfx950,torch.bfloat16,torch.float32,54,1,2,8,128,128,4,4,8,15.31899999999996
gfx950,torch.bfloat16,torch.float32,55,1,2,8,128,128,4,4,8,15.359000000000151
gfx950,torch.bfloat16,torch.float32,56,1,2,8,128,128,4,4,8,15.379499999999894
gfx950,torch.bfloat16,torch.float32,57,1,2,8,128,128,8,1,16,15.83949999999993
